host_id,host_name,listings_count,listing_id
674843,Daniele,5.0,141634
674843,Daniele,5.0,142483
643583,Gianni,4.0,147043
711817,Fabiano,2.0,147248
712288,Jimmy,13.0,147381
628404,Federico,2.0,147670
628404,Federico,2.0,147933
1249650,Perla,1.0,148158
734278,Francesca,2.0,152614
1035589,Sally,2.0,153506
677400,Ada,1.0,153542
nan,nan,nan,154794
746256,Olivia,4.0,155179
750850,Marisa,1.0,156217
746256,Olivia,4.0,156445
753785,Marzia,1.0,156878
753805,Matteo,1.0,156888
761827,Dorotea,20.0,158722
761827,Dorotea,20.0,158761
768673,Fabio,3.0,160450
773808,Rosanna,5.0,161978
775832,Irene,1.0,162314
778599,Roberto & Claudia,4.0,163008
778645,Alice,1.0,163019
21081,Laura,2.0,163107
21081,Laura,2.0,163111
724158,Chiara,1.0,163272
793303,Domenico,2.0,166454
793303,Domenico,2.0,166894
818089,Daria,1.0,171442
822291,Adriana,1.0,172334
838411,Giuseppe,1.0,175380
839710,Sandra,1.0,175707
868477,Luigi,8.0,181189
871063,Lorenzo,2.0,181747
248295,Tom,11.0,182862
882519,Marco,1.0,183969
114323,N�m,2.0,186436
892435,Lia,1.0,186484
911205,Elke,2.0,188993
928621,Luca,1.0,191877
933729,Claudia,2.0,192711
934560,Francesco,2.0,192859
934560,Francesco,2.0,192908
615820,Mirko,10.0,194786
947717,Maria,2.0,195032
835040,Giuliana,1.0,195399
401637,Gianluca,3.0,196714
401637,Gianluca,3.0,198581
1000556,Paolo,1.0,204021
1013633,Ilaria,1.0,206072
1023957,Silvia,3.0,208052
1023957,Silvia,3.0,208053
1029076,Giovanni,3.0,208900
1029076,Giovanni,3.0,208904
1038242,Roberta,1.0,210511
946403,Valentina,1.0,214978
1114381,Matteo&Rosaria,1.0,215865
1122123,Rosana,2.0,217411
1142822,Zolilla B&B,3.0,220472
1146531,Nicoletta,1.0,221063
1151027,Daniela,3.0,221788
248295,Tom,11.0,223154
1112966,Massi & Co.,1.0,224900
1180196,Andrea,12.0,226372
401637,Gianluca,3.0,227064
1185020,Rubina E Nathalie,9.0,228815
1185020,Rubina E Nathalie,9.0,228872
1185020,Rubina E Nathalie,9.0,228911
1203371,Marco,2.0,230295
434488,Martin,1.0,230555
1208472,Simone,1.0,231116
1211048,Marmi,1.0,231654
1216092,Franco,1.0,232470
1395539,Marta,5.0,234534
1395539,Marta,5.0,234538
1395539,Marta,5.0,234540
1395539,Marta,5.0,234542
1395539,Marta,5.0,234544
1151027,Daniela,3.0,234545
1151027,Daniela,3.0,234563
1236275,Gianluca,5.0,235858
1238850,Alberto,5.0,236299
1236275,Gianluca,5.0,239234
1236275,Gianluca,5.0,239253
1236275,Gianluca,5.0,239288
1236275,Gianluca,5.0,239293
1256978,Claudio,1.0,239707
1259720,Bernard,3.0,240214
1260657,Isabella,1.0,240418
1262633,Federica,2.0,240706
1263657,Paola & Rossana,2.0,240867
135012,Angiola,3.0,240993
135012,Angiola,3.0,241018
1264871,Arianna E Marco,2.0,241049
1272216,Michele,1.0,242420
1277165,Federico,1.0,243353
1322618,Licia,2.0,245450
316068,Federico,42.0,247254
1301982,Luca,4.0,248525
1302233,Valeria,1.0,248552
1308066,Patrizia,2.0,249258
1306572,Simona,2.0,249406
643583,Gianni,4.0,249754
21173109,Casa Mia,2.0,255221
1343039,Caterina,4.0,255532
1350540,Marina,1.0,256695
1354345,Claudia,1.0,257363
1358462,Francesco,1.0,258330
1311777,Francesca,1.0,259075
nan,nan,nan,"Codice identificativo id869"""
1374312,Giulio,1.0,262254
1376239,Maria Assunta,1.0,262313
1379558,Elisabetta,2.0,262876
1381045,Gianluca,2.0,263210
1379558,Elisabetta,2.0,263658
1384510,Stefano & Luana,4.0,263867
1388641,Marzia,3.0,264679
1390634,Christian,1.0,265074
1396222,Alberto,9.0,266296
635665,Evi,1.0,269143
1422027,Simone,2.0,271728
1388641,Marzia,3.0,271812
1426840,Gaetano,3.0,272634
1428175,Chiara,2.0,272905
1429012,Emanuele & Natalya,4.0,273092
322973,Massimo,3.0,273201
1422027,Simone,2.0,273445
1432794,Luigi,2.0,273971
1438330,Marcella,2.0,275120
322973,Massimo,3.0,275260
407513,Lorella,1.0,275420
1013976,Lucia,4.0,277084
1448957,Renato,3.0,277451
1457841,Luigi,2.0,279604
1428175,Chiara,2.0,279715
1460493,Manuel,1.0,280117
1460757,Paolo,9.0,280198
1466817,Alessandra,1.0,281393
1470026,Nathalie,1.0,282037
1473615,Antonella,3.0,282831
1474010,Rosanna E Daniele,1.0,282929
1426508,Mario,1.0,283276
1477208,Paolo,9.0,283620
1477347,Chiara,5.0,283645
1477347,Chiara,5.0,283699
1477347,Chiara,5.0,283730
1477779,Silvia,3.0,283740
1486126,Michele,2.0,285564
475065,Renato,3.0,286890
475065,Renato,3.0,286891
1473615,Antonella,3.0,287297
494485,Massimo,39.0,289468
77540,Sabrina,5.0,289471
1506622,Filippo,3.0,290388
1506685,Massimiliano,2.0,290401
1509726,Giovanna,1.0,291274
1108471,Paola,2.0,292729
276063,Guglielmo,21.0,293274
1526907,Carla,3.0,295715
1526961,Anna,6.0,295755
464660,Barbara,3.0,296096
1534295,Ilaria,4.0,297562
1536409,Patrizia,1.0,298031
1543029,Giovanna,1.0,299442
1436998,Catharine,10.0,299695
486866,Raffaella,4.0,300154
1549119,Luna,1.0,300719
1549714,Gianmarco,2.0,300848
1477208,Paolo,9.0,302154
1477208,Paolo,9.0,302157
1557188,Francesca,1.0,302346
1563444,Muriella,2.0,303749
1561023,Simone,18.0,304138
1560802,Luigi,6.0,304223
1560802,Luigi,6.0,304227
543054,Giuseppe,3.0,304398
1569677,Susy,1.0,305081
19993934,Fernando,5.0,305113
1571641,Elvira,1.0,305524
1581685,Flora,2.0,307429
1584300,Camilla,1.0,307892
80755,Marianna,4.0,309086
80755,Marianna,4.0,309098
1185020,Rubina E Nathalie,9.0,309819
1613635,Michele,5.0,314022
1448957,Renato,3.0,314594
1623110,Luca,1.0,315264
1598129,Michela,3.0,316438
1613635,Michele,5.0,316449
1629657,Raffaella,1.0,317380
1629941,Lara,1.0,317477
1640851,Perla,5.0,320025
1650524,Barbara,4.0,322298
195040,Hanen,3.0,322712
1655172,Poldo,1.0,323283
1613635,Michele,5.0,325252
206667673,Guido,4.0,325961
1526961,Anna,6.0,326062
206667673,Guido,4.0,326361
349051518,Silvio,1.0,326403
206667673,Guido,4.0,326494
206667673,Guido,4.0,326537
1670144,Luca,6.0,326623
1384510,Stefano & Luana,4.0,329492
1384510,Stefano & Luana,4.0,329494
1384510,Stefano & Luana,4.0,329551
1682843,Valentina,1.0,329604
1429012,Emanuele & Natalya,4.0,329646
1429012,Emanuele & Natalya,4.0,329669
908394,Claudio,4.0,330732
1650524,Barbara,4.0,330798
1613635,Michele,5.0,332616
1696986,Maria Laura,1.0,332998
1703099,Valerio,1.0,334323
1613635,Michele,5.0,335009
1670144,Luca,6.0,335162
1712218,Michela,4.0,336413
1715084,New,2.0,337393
1722817,Maria,2.0,339319
1724482,Bruno,2.0,339692
1107433,Emiliano & Maria,56.0,340097
1726157,Pier,1.0,340173
643583,Gianni,4.0,340821
1743840,Simona,1.0,341305
1640851,Perla,5.0,341703
1734083,Salvatore,2.0,341772
1735597,Stefano,5.0,342058
1744644,Victoria,1.0,343883
701976,Parisina,2.0,344789
1752047,Paolo Maria,1.0,345427
1764914,Marzia,25.0,348229
1778301,Casa Ray,1.0,350977
1785660,Alex,1.0,352664
1790834,Alessandro,11.0,353864
1569764,Anna,1.0,354159
1598129,Michela,3.0,354949
1802178,Elisa Giacomo,1.0,356046
1803233,Maria,1.0,356356
1806875,Cecilia,5.0,357001
1688827,Roberto,1.0,358069
1826628,Francesco,1.0,361395
316068,Federico,42.0,362739
1836200,Giusi,2.0,363364
362883,Marica,1.0,364058
1640851,Perla,5.0,366441
1855253,Sergio And Family,1.0,367480
1013976,Lucia,4.0,370630
1872762,Tania,2.0,371905
768673,Fabio,3.0,376628
1899872,Franco,3.0,378108
1107433,Emiliano & Maria,56.0,383422
1922041,Patrizio,1.0,383811
1924374,Barbara,1.0,384369
1934483,Federico,9.0,386625
1939941,Francesco,1.0,387704
895926,Daniela,1.0,392407
1966913,Ilaria,1.0,393229
1971628,Classrome27,2.0,394390
1973782,Sabrina,3.0,394822
1982513,Massimo,2.0,396795
1986863,Casa-Laboratorio,1.0,397702
1989378,Giulia,1.0,398313
1997606,Daniela,4.0,400179
1891036,Francesca,1.0,400636
2024525,Serenella,1.0,406264
1977704,Federica,1.0,406693
1775004,Irina,4.0,407422
1185020,Rubina E Nathalie,9.0,409020
1712218,Michela,4.0,409028
1712218,Michela,4.0,409226
2038941,Giovanna,4.0,409578
2040614,Licia,2.0,409920
2044196,Nicola,1.0,410640
1957144,Dario,1.0,410941
1754748,Silvia,1.0,411167
2040614,Licia,2.0,411259
1806875,Cecilia,5.0,412553
2038941,Giovanna,4.0,414444
2065384,Vera,1.0,415254
248295,Tom,11.0,417824
2087194,Anna Maria,2.0,419648
2088086,Fab,3.0,419871
2091735,Nicola,11.0,420611
2094437,Luciana,3.0,421145
2100864,Fabiola,3.0,422410
2110502,Metella,1.0,424531
1775004,Irina,4.0,426237
2107010,Fabio,1.0,426720
2123653,Elisabetta,1.0,427190
2124568,Laura,6.0,427481
2126971,Petra,3.0,427944
2129443,Alberta,6.0,428338
1238041,Alessandro,4.0,428414
2091563,Iris,1.0,432123
2138411,Damiano,2.0,432720
2154703,Lorenzo,1.0,433575
2079032,Christian,13.0,433593
2151102,Maria,1.0,434341
2079032,Christian,13.0,436111
1429012,Emanuele & Natalya,4.0,436480
2174884,Adolfo,3.0,437809
2174884,Adolfo,3.0,437873
2181504,Sara,1.0,439098
712288,Jimmy,13.0,439143
2187479,Paolo,3.0,440255
195040,Hanen,3.0,442291
2202989,Manuela E Onella,1.0,443404
643583,Gianni,4.0,444469
2212191,Iacopo,2.0,445298
1238850,Alberto,5.0,448130
2226818,Ale Andrea,2.0,448362
1238850,Alberto,5.0,449157
1238850,Alberto,5.0,449837
2190360,Vinicio,1.0,450529
592703,Francesca,1.0,451823
1107433,Emiliano & Maria,56.0,451971
2246848,Ludovica,1.0,452216
2262085,Laura,1.0,455139
81015,Emanuele,10.0,455283
2267901,Dario E Diana,4.0,456199
2273008,Valentina,4.0,457241
2273448,Federica,1.0,457302
1836200,Giusi,2.0,458170
2283874,Tiziana,1.0,459461
1285583,Carla,1.0,459832
2302754,Carla E Claudio,1.0,463358
2304192,Gabriele,2.0,463691
2310494,Nick,1.0,464953
2313426,Anna,2.0,465770
2315268,Alessandra,18.0,466155
2129443,Alberta,6.0,467064
2313426,Anna,2.0,468300
2129443,Alberta,6.0,469145
2056368,Luca&Marilla,1.0,470112
2336397,Shapan,1.0,470817
2330976,Andrea,1.0,471821
1718747,Piero,1.0,472700
947717,Maria,2.0,473219
2349263,Barbara,1.0,473825
2354643,Cristiano,1.0,475018
1188507,Ketty,1.0,475751
2378701,Gadiel,1.0,480299
2184703,Elena,1.0,482695
2392554,Francesca,1.0,483340
2138411,Damiano,2.0,484371
2404917,Susanna,4.0,485812
2404917,Susanna,4.0,488401
1997606,Daniela,4.0,490348
2426529,Serena & Nicolas,1.0,490737
2435691,Francesca,16.0,492866
2438137,Angelo Pio Michele,1.0,493461
1973782,Sabrina,3.0,495127
1913469,Madeira,1.0,496575
2460828,Gio,1.0,498478
2467627,Tommaso,5.0,500029
2468098,Andrea,1.0,500154
2469312,Marco,2.0,500959
2476686,Monica,3.0,501912
2480976,Fulvia,5.0,502813
2267901,Dario E Diana,4.0,504814
2267901,Dario E Diana,4.0,504821
2490278,AmbrOsia,1.0,504991
557098,Flora,3.0,506816
2508810,Angela,1.0,509018
2499432,Sara,3.0,509229
2499432,Sara,3.0,509246
2499432,Sara,3.0,509279
589201,Paolo Super Host,1.0,510665
1033076,Rca Immobiliare,6.0,511224
1033076,Rca Immobiliare,6.0,511618
1033076,Rca Immobiliare,6.0,512954
2419652,Ma&De,1.0,513443
1033076,Rca Immobiliare,6.0,513753
1033076,Rca Immobiliare,6.0,513816
1971628,Classrome27,2.0,517423
2546166,Roberto,3.0,517963
2575916,Flaminia,1.0,524072
2524858,Luigi,1.0,524132
1771430,Luca,9.0,527250
2592720,Barbara,1.0,527539
1198350,Maurizio,1.0,528436
119186,Primarosa M.Rita,3.0,531654
2605970,Dario,2.0,531710
2405376,Lorenzo,56.0,532061
960218,Emilia,3.0,532077
2633819,Alexis Rooms  City Center,2.0,535946
2397771,Federico,1.0,536190
2650310,Paola,1.0,539322
2655481,Stefano,2.0,539492
1982513,Massimo,2.0,540069
2588620,Fabrizio,1.0,541240
2662571,Maria,4.0,541589
1977854,Olga,4.0,541976
2152480,Claudia,1.0,542118
2467627,Tommaso,5.0,542420
2467627,Tommaso,5.0,542431
2467627,Tommaso,5.0,542440
2467627,Tommaso,5.0,542449
557098,Flora,3.0,543013
2679305,Lorenzo,3.0,544843
2605970,Dario,2.0,546203
2320945,Alessandro,2.0,549687
1650524,Barbara,4.0,550400
2711150,Emi,1.0,551669
2485447,Maria Rosaria,2.0,552414
1997606,Daniela,4.0,552958
2717825,Liviana,5.0,553026
2721822,Roberto,1.0,553816
2122115,Giorgia,1.0,556181
808968,Giulia,1.0,558500
2746677,Cinzia,1.0,558620
1362615,Carla,1.0,558950
784384,Rent In Rome,16.0,561122
2759230,Massimo Giuseppe,3.0,561231
2762035,Luca & Olesya,5.0,561736
1997606,Daniela,4.0,561780
2764132,Daniele,2.0,562080
2802221,Patrizia,3.0,567563
502689,Armando,6.0,569472
132622,Mirela & Marco,3.0,570339
2806808,Stefania,6.0,570448
62269902,Pietro,2.0,573475
1855539,Maria,2.0,573993
2671558,Fabio,3.0,574545
255290,Edo & Melany,7.0,576496
1837231,Mario,1.0,577393
2847669,Clara,1.0,581723
2878156,Maurizio,1.0,584129
1688826,Andrea,1.0,587909
1528063,Chiara,1.0,588080
2805706,Irene,1.0,588527
nan,nan,nan,"CIR 4539"""
2913639,Marco,1.0,590418
322973,Massimo,3.0,591918
2923103,Massimo,1.0,592150
2923310,Anna,1.0,592165
2762035,Luca & Olesya,5.0,597568
889051,Rossella,1.0,599194
1460757,Paolo,9.0,601402
2986347,Roberta,2.0,603234
2987957,Mary,1.0,603558
2988389,Luca,3.0,603639
2358492,Guglielmo,1.0,607172
3010884,Paola,1.0,607624
3016589,Paola,4.0,608586
3024809,Valentina,1.0,609975
3025876,Federica,2.0,610229
3026679,Leonardo,8.0,610411
47623,Stefano,1.0,612843
3048470,Maurizio,1.0,614621
2187479,Paolo,3.0,618500
3064456,Francesca,1.0,618566
3059755,Simona,1.0,619022
2404546,Jimmy,1.0,619724
895292,Valerio,1.0,622105
3084361,Rossella,1.0,622471
3096589,Micaela,1.0,624164
3098734,Fabrizio,1.0,624562
3100214,Nick,1.0,624916
3165675,Luisa,1.0,626499
3118165,Sandro,1.0,627933
2187479,Paolo,3.0,629441
3140237,Dario,3.0,631533
3140237,Dario,3.0,632286
3146087,Mauro,3.0,632391
2196342,Giulia & Susanna,2.0,634305
3175683,Domitilla,2.0,636895
675201,Rosa Alba,3.0,637931
411192,Massimo,2.0,639627
3207921,Beatrice,1.0,642001
3213839,Simonetta,1.0,642067
1791908,Miranda,1.0,645705
3099723,Valentina,1.0,646711
3244440,Oli,1.0,647163
3265186,Catrine,4.0,650151
3265960,Mari,1.0,650316
2073568,Gelu,2.0,650502
3269623,Marco & Francesca,2.0,650962
3288993,Cristobal,7.0,653881
3291030,Sam,8.0,654241
3298045,Paola,1.0,655234
3312739,Marina,3.0,657286
3287407,Francesco,2.0,657412
3316473,Maria Cristina,2.0,657903
3343840,Monica E Giuliano,1.0,662235
1580294,Francesco,1.0,663504
3352489,Fabio,1.0,663834
3016589,Paola,4.0,667421
3378985,Lisa,1.0,667806
3401108,Eleonora,1.0,671097
3404370,Silvia,2.0,671560
1934483,Federico,9.0,672101
2476686,Monica,3.0,674274
1521300,Valerio,1.0,675476
3438501,Danila,5.0,676509
510954,Vittorio,2.0,677021
3447554,Orietta,1.0,677751
3460325,Luigi,2.0,679808
3460759,Emanuela,8.0,679886
3486696,Andrea,4.0,683861
1246681,Giupys,1.0,684488
3499292,Stefano,2.0,686007
3506750,Fabio,1.0,687131
3507178,Silvana,2.0,687220
1359561,Nicola,1.0,687911
307448,Fabiano,1.0,690097
2405376,Lorenzo,56.0,690200
78287,Frank & Soledad,8.0,691189
3533776,Elvio,3.0,691271
3276565,Francesca,1.0,691436
3540552,Giampaolo,1.0,691453
3533050,Antonella,7.0,691626
3533050,Antonella,7.0,692218
3533050,Antonella,7.0,692245
3544464,Cristian,3.0,692885
3288993,Cristobal,7.0,693077
3499292,Stefano,2.0,693148
3544464,Cristian,3.0,693641
3558380,Manola,1.0,695228
3488702,Niky & Alfre,1.0,696277
2405376,Lorenzo,56.0,696777
1301982,Luca,4.0,696828
3570115,Giulio,1.0,697070
133372,Emanuela,5.0,697853
2764132,Daniele,2.0,698322
3559572,Francesca,5.0,698925
3590285,Lolli,1.0,699877
3589628,Maria Carolina,3.0,700932
3605259,Maurizio,1.0,703643
2405376,Lorenzo,56.0,704162
674843,Daniele,5.0,705322
316068,Federico,42.0,706782
3652760,Ivan E Cinzia,1.0,709861
2805865,Kiersten,1.0,709899
3507178,Silvana,2.0,711563
3661949,Alberta,1.0,711592
1598285,Matteo,1.0,711649
3533776,Elvio,3.0,712160
3533776,Elvio,3.0,712185
900700,Riccardo Gi�,5.0,715792
900700,Riccardo Gi�,5.0,717573
3137304,Sabrina,1.0,721874
3727795,Andrea,1.0,721984
506316,Andrea,4.0,722319
506316,Andrea,4.0,722345
2405376,Lorenzo,56.0,723163
3735157,Max,1.0,723197
1934483,Federico,9.0,723544
1560802,Luigi,6.0,724038
3795905,Camilla,1.0,730032
3796166,Luigi,2.0,730072
3809491,Pierluigi,4.0,731825
3810463,Paolo,1.0,732058
3817145,Chiara,1.0,732890
3822218,Alessandro,2.0,733484
3837162,Sabrina,2.0,735548
748587,Valentina,1.0,737165
3862357,Stefano,11.0,738741
3862871,Ludovica,1.0,738826
3862357,Stefano,11.0,739005
3146087,Mauro,3.0,739093
427572,Roberto,3.0,739291
3866585,Federica,1.0,739341
3862357,Stefano,11.0,740478
1857128,Iole,2.0,740591
3889517,Simone,1.0,742809
2762035,Luca & Olesya,5.0,743172
1015322,Mattia,1.0,744128
492474,Filippo,2.0,744222
3903309,Giulia & Federica,2.0,744651
567006,Andrea,4.0,746971
3925580,Rita,3.0,747656
3476772,Orizio & Silvia,6.0,750042
3476772,Orizio & Silvia,6.0,750055
3945679,Anna,4.0,750472
3946170,Giuseppe,1.0,750579
3951111,Allegra,1.0,751396
3897282,Clara,4.0,753076
3980189,Andrea E Carla,3.0,756083
3980189,Andrea E Carla,3.0,756089
1857128,Iole,2.0,756299
3994539,Andrea,1.0,758234
3999286,Michela,1.0,758874
3558977,Domus Hotel,3.0,759644
2196342,Giulia & Susanna,2.0,760620
3862357,Stefano,11.0,760903
261660,Elisabetta,5.0,761028
261660,Elisabetta,5.0,761603
911205,Elke,2.0,762128
261660,Elisabetta,5.0,763338
4029753,Massimo,1.0,764385
4030269,Rosa,1.0,764483
4022135,Chiara,1.0,765032
119845,Irene,4.0,766376
119845,Irene,4.0,766424
75450,Sasa,10.0,770199
1938194,Raffaele,1.0,771124
4068925,Francesco E Anna Maria,1.0,771246
4069053,Giorgia,1.0,771339
4069752,Gloria,1.0,771363
529532,Livia,1.0,773473
4081523,Valentina,7.0,773478
4083631,Annalisa,1.0,773978
2462872,Sveva,1.0,774608
4091524,Vittoria,1.0,775658
4094168,Gloria,1.0,776340
4102597,Julia,1.0,778012
3558977,Domus Hotel,3.0,780455
3015293,Carolina,1.0,780791
4120994,Flavia,6.0,781319
4091376,Jane,9.0,781445
4091376,Jane,9.0,782198
4091376,Jane,9.0,782316
4118170,Laura,2.0,782614
2759230,Massimo Giuseppe,3.0,783263
1783943,Letizia,6.0,783986
5057593,Nerva Accomodation,11.0,784311
4139899,Lisa,1.0,785255
4155604,Alessandro,5.0,788400
4161383,Ezio,1.0,789716
4166386,Donatella,1.0,790785
5281478,Anita,1.0,792474
4183153,Daniela,1.0,794009
4189103,Francesco Thilo,1.0,795165
4203243,Guido,1.0,795513
4192999,Emiliano,1.0,795973
4202579,I Vicini Del Papa,6.0,798038
3195499,Valerie,1.0,799892
4203917,Laura,1.0,800145
4217646,Gaetano,1.0,801311
3014286,Nancy,3.0,801891
1775004,Irina,4.0,802413
4246795,Max & Lavinia,2.0,806822
4253608,Francesca,1.0,808450
4257709,Natasha,1.0,809178
721751,Freddy,1.0,809863
4268476,Andrea E Grazia Vacanze Romane,2.0,811774
4246795,Max & Lavinia,2.0,811973
3476772,Orizio & Silvia,6.0,812342
4270962,Silvia,1.0,812387
4278597,Claudia,2.0,814208
2419678,Sara,1.0,816682
1775004,Irina,4.0,816949
4289335,Luca,13.0,816958
4299750,Clara E Massimo,1.0,818616
4300878,Massimo,1.0,818839
4310190,Ben,3.0,820686
2091735,Nicola,11.0,820984
2480976,Fulvia,5.0,823101
3925580,Rita,3.0,825299
4331335,Giulia,4.0,825367
4338760,Celeste,5.0,827269
4155604,Alessandro,5.0,830684
4091376,Jane,9.0,831172
4353230,Piero,1.0,831199
4354313,Franca,2.0,831467
3559572,Francesca,5.0,833522
4272056,Ilaria,2.0,834023
4202579,I Vicini Del Papa,6.0,835857
4371025,Patrizia,1.0,836133
4118170,Laura,2.0,837861
3997167,Fabio,2.0,838023
1460757,Paolo,9.0,839107
3195429,Federica,1.0,839677
1301982,Luca,4.0,840394
1301982,Luca,4.0,840445
1107433,Emiliano & Maria,56.0,840472
4394760,Carla,1.0,841633
4402324,Fabio & Francesca,1.0,843160
3559572,Francesca,5.0,843518
4404171,Paola,11.0,843660
4409225,Daniele,4.0,844558
3559572,Francesca,5.0,844662
4410229,Roberta,1.0,844776
4411252,Guido,1.0,844967
4423572,Augusto,1.0,847078
4425930,Giacomo,3.0,847691
1771430,Luca,9.0,848506
1426840,Gaetano,3.0,850183
1477208,Paolo,9.0,850630
1670144,Luca,6.0,852680
4452135,Marina,3.0,852799
4455144,Antonietta,1.0,853608
4472422,Michele,6.0,855707
1670144,Luca,6.0,855912
746256,Olivia,4.0,857405
2771513,Alice,1.0,857445
4467862,Karen,2.0,857484
4501739,Lara,1.0,858784
4495963,Alessandro,18.0,858935
4495963,Alessandro,18.0,858936
4155604,Alessandro,5.0,859693
4091376,Jane,9.0,861167
4515170,Marco,2.0,861697
4532927,Cristiano,1.0,864010
3873669,Gianluca E Flavia,6.0,865289
4452135,Marina,3.0,866666
4555792,Alessandro,4.0,866871
4289335,Luca,13.0,870683
4555792,Alessandro,4.0,870905
4595016,Federico,1.0,871542
4555792,Alessandro,4.0,871676
4555792,Alessandro,4.0,871865
2226818,Ale Andrea,2.0,872825
4571941,Marl�ne,2.0,873388
4617966,Andrea,4.0,874822
4584170,Daniela,1.0,875320
4627775,Sara,1.0,876289
158699136,Flavio & Emiliano,10.0,877647
4090799,Federico,2.0,878385
2484439,Cristina,4.0,878455
4645921,Alessia,1.0,878946
4651910,Roberta,1.0,879672
