72073,276063,Guglielmo,21.0
72848,353186,Sole E Luna,4.0
77549,409283,Denise,1.0
77831,417964,Nathalie,1.0
78314,382155,Michele,11.0
78697,422925,Floriana,1.0
79393,427418,Alessandra,1.0
80280,316068,Federico,42.0
80292,316068,Federico,42.0
80612,435920,Pina,3.0
81807,444360,Mary,1.0
83569,455761,Gianmaria,1.0
85272,149694,B&B Zen Trastevere,2.0
85612,149694,B&B Zen Trastevere,2.0
85857,470889,Federica,6.0
86187,263254,Andrea E Carlotta,4.0
86649,475065,Renato,3.0
86932,476671,Angelo,6.0
88428,380607,Laura,2.0
88611,484081,Stefania,1.0
88982,485491,Irina,1.0
90666,491169,WikiRome,1.0
90971,486866,Raffaella,4.0
91029,492474,Filippo,2.0
91713,229246,Gigi,1.0
93976,248295,Tom,11.0
94106,503401,Armando,1.0
95009,506316,Andrea,4.0
95415,508116,Emanuele Mercuzio,3.0
95463,508291,Michele,1.0
96351,511552,Fiammetta Maria,1.0
97093,77932,Giovanna,3.0
102350,533391,Giulia,1.0
102672,536398,Antonella,3.0
103190,537257,Alessandro Lorenzo Katia,3.0
103245,538724,Carla,1.0
103870,535822,Fabrizio,1.0
104339,543054,Giuseppe,3.0
105081,1033076,Rca Immobiliare,6.0
107569,557098,Flora,3.0
108035,559233,Franco,1.0
108039,355604,Alessandro & Silvia,3.0
110515,82468112,Livia,3.0
113590,577650,Antonella,1.0
116291,190140,Valter,3.0
116616,158699136,Flavio & Emiliano,10.0
117532,82468112,Livia,3.0
118803,599863,Viviana,1.0
124148,619502,Barbara,1.0
124269,619855,Ilaria,1.0
125484,316068,Federico,42.0
125597,624253,Giusy,1.0
131221,645702,Cristina,1.0
135307,663406,Marzia,1.0
137044,670337,Massimiliano,1.0
137157,486866,Raffaella,4.0
137713,246365,Carla,2.0
137724,246365,Carla,2.0
138192,674843,Daniele,5.0
138279,675201,Rosa Alba,3.0
139330,679555,Mario,1.0
140023,682426,Simona,1.0
140801,685600,Juan Carlos,1.0
141614,674843,Daniele,5.0
141634,674843,Daniele,5.0
142483,674843,Daniele,5.0
147043,643583,Gianni,4.0
147248,711817,Fabiano,2.0
147381,712288,Jimmy,13.0
147670,628404,Federico,2.0
147933,628404,Federico,2.0
148158,1249650,Perla,1.0
152614,734278,Francesca,2.0
153506,1035589,Sally,2.0
153542,677400,Ada,1.0
155179,746256,Olivia,4.0
156217,750850,Marisa,1.0
156445,746256,Olivia,4.0
156878,753785,Marzia,1.0
156888,753805,Matteo,1.0
158722,761827,Dorotea,20.0
158761,761827,Dorotea,20.0
160450,768673,Fabio,3.0
161978,773808,Rosanna,5.0
162314,775832,Irene,1.0
163008,778599,Roberto & Claudia,4.0
163019,778645,Alice,1.0
163107,21081,Laura,2.0
163111,21081,Laura,2.0
163272,724158,Chiara,1.0
166454,793303,Domenico,2.0
166894,793303,Domenico,2.0
172334,822291,Adriana,1.0
175380,838411,Giuseppe,1.0
175707,839710,Sandra,1.0
181189,868477,Luigi,8.0
181747,871063,Lorenzo,2.0
182862,248295,Tom,11.0
183969,882519,Marco,1.0
186436,114323,Ném,2.0
186484,892435,Lia,1.0
188993,911205,Elke,2.0
191877,928621,Luca,1.0
192711,933729,Claudia,2.0
192859,934560,Francesco,2.0
192908,934560,Francesco,2.0
194786,615820,Mirko,10.0
195032,947717,Maria,2.0
195399,835040,Giuliana,1.0
196714,401637,Gianluca,3.0
198581,401637,Gianluca,3.0
204021,1000556,Paolo,1.0
206072,1013633,Ilaria,1.0
208052,1023957,Silvia,3.0
208053,1023957,Silvia,3.0
208900,1029076,Giovanni,3.0
208904,1029076,Giovanni,3.0
210511,1038242,Roberta,1.0
214978,946403,Valentina,1.0
215865,1114381,Matteo&Rosaria,1.0
217411,1122123,Rosana,2.0
220472,1142822,Zolilla B&B,3.0
220476,1142822,Zolilla B&B,3.0
220477,1142822,Zolilla B&B,3.0
221063,1146531,Nicoletta,1.0
221788,1151027,Daniela,3.0
223154,248295,Tom,11.0
224900,1112966,Massi & Co.,1.0
226372,1180196,Andrea,12.0
227064,401637,Gianluca,3.0
228815,1185020,Rubina E Nathalie,9.0
228872,1185020,Rubina E Nathalie,9.0
228911,1185020,Rubina E Nathalie,9.0
230295,1203371,Marco,2.0
230555,434488,Martin,1.0
231116,1208472,Simone,1.0
231654,1211048,Marmi,1.0
234534,1395539,Marta,5.0
234538,1395539,Marta,5.0
234540,1395539,Marta,5.0
234542,1395539,Marta,5.0
234544,1395539,Marta,5.0
234545,1151027,Daniela,3.0
234563,1151027,Daniela,3.0
235858,1236275,Gianluca,5.0
236299,1238850,Alberto,5.0
239234,1236275,Gianluca,5.0
239253,1236275,Gianluca,5.0
239288,1236275,Gianluca,5.0
239293,1236275,Gianluca,5.0
239707,1256978,Claudio,1.0
240214,1259720,Bernard,3.0
240418,1260657,Isabella,1.0
240706,1262633,Federica,2.0
240867,1263657,Paola & Rossana,2.0
240993,135012,Angiola,3.0
241018,135012,Angiola,3.0
241049,1264871,Arianna E Marco,2.0
242420,1272216,Michele,1.0
243353,1277165,Federico,1.0
245450,1322618,Licia,2.0
247254,316068,Federico,42.0
248525,1301982,Luca,4.0
248552,1302233,Valeria,1.0
249258,1308066,Patrizia,2.0
249406,1306572,Simona,2.0
249754,643583,Gianni,4.0
255221,21173109,Casa Mia,2.0
255532,1343039,Caterina,4.0
256695,1350540,Marina,1.0
257363,1354345,Claudia,1.0
258330,1358462,Francesco,1.0
259075,1311777,Francesca,1.0
262254,1374312,Giulio,1.0
262313,1376239,Maria Assunta,1.0
262876,1379558,Elisabetta,2.0
263210,1381045,Gianluca,2.0
263658,1379558,Elisabetta,2.0
263867,1384510,Stefano & Luana,4.0
264679,1388641,Marzia,3.0
266296,1396222,Alberto,9.0
269143,635665,Evi,1.0
271728,1422027,Simone,2.0
271812,1388641,Marzia,3.0
272634,1426840,Gaetano,3.0
272905,1428175,Chiara,2.0
273092,1429012,Emanuele & Natalya,4.0
273201,322973,Massimo,3.0
273445,1422027,Simone,2.0
273971,1432794,Luigi,2.0
275120,1438330,Marcella,2.0
275260,322973,Massimo,3.0
275420,407513,Lorella,1.0
277084,1013976,Lucia,4.0
277451,1448957,Renato,3.0
279604,1457841,Luigi,2.0
279715,1428175,Chiara,2.0
280117,1460493,Manuel,1.0
280198,1460757,Paolo,9.0
281393,1466817,Alessandra,1.0
282037,1470026,Nathalie,1.0
282831,1473615,Antonella,3.0
282929,1474010,Rosanna E Daniele,1.0
283276,1426508,Mario,1.0
283620,1477208,Paolo,9.0
283645,1477347,Chiara,5.0
283699,1477347,Chiara,5.0
283730,1477347,Chiara,5.0
283740,1477779,Silvia,3.0
285564,1486126,Michele,2.0
286890,475065,Renato,3.0
286891,475065,Renato,3.0
287297,1473615,Antonella,3.0
289468,494485,Massimo,39.0
289471,77540,Sabrina,5.0
291274,1509726,Giovanna,1.0
292729,1108471,Paola,2.0
293274,276063,Guglielmo,21.0
295715,1526907,Carla,3.0
295755,1526961,Anna,6.0
296096,464660,Barbara,3.0
297562,1534295,Ilaria,4.0
298031,1536409,Patrizia,1.0
299442,1543029,Giovanna,1.0
299695,1436998,Catharine,10.0
300719,1549119,Luna,1.0
300848,1549714,Gianmarco,2.0
302154,1477208,Paolo,9.0
302157,1477208,Paolo,9.0
302346,1557188,Francesca,1.0
303749,1563444,Muriella,2.0
304138,1561023,Simone,18.0
304223,1560802,Luigi,6.0
304227,1560802,Luigi,6.0
304398,543054,Giuseppe,3.0
305009,1530868,Alice & Gabriele,6.0
305081,1569677,Susy,1.0
305113,19993934,Fernando,5.0
305524,1571641,Elvira,1.0
307429,1581685,Flora,2.0
307892,1584300,Camilla,1.0
309086,80755,Marianna,4.0
309098,80755,Marianna,4.0
309819,1185020,Rubina E Nathalie,9.0
314022,1613635,Michele,5.0
314594,1448957,Renato,3.0
315264,1623110,Luca,1.0
316438,1598129,Michela,3.0
316449,1613635,Michele,5.0
317380,1629657,Raffaella,1.0
317477,1629941,Lara,1.0
320025,1640851,Perla,5.0
322298,1650524,Barbara,4.0
322712,195040,Hanen,3.0
323283,1655172,Poldo,1.0
325252,1613635,Michele,5.0
325961,206667673,Guido,4.0
326062,1526961,Anna,6.0
326361,206667673,Guido,4.0
326403,349051518,Silvio,1.0
326494,206667673,Guido,4.0
326537,206667673,Guido,4.0
326623,1670144,Luca,6.0
329492,1384510,Stefano & Luana,4.0
329494,1384510,Stefano & Luana,4.0
329551,1384510,Stefano & Luana,4.0
329604,1682843,Valentina,1.0
329646,1429012,Emanuele & Natalya,4.0
329669,1429012,Emanuele & Natalya,4.0
330732,908394,Claudio,4.0
330798,1650524,Barbara,4.0
332616,1613635,Michele,5.0
332998,1696986,Maria Laura,1.0
334323,1703099,Valerio,1.0
335009,1613635,Michele,5.0
335162,1670144,Luca,6.0
336413,1712218,Michela,4.0
337393,1715084,New,2.0
339319,1722817,Maria,2.0
339692,1724482,Bruno,2.0
340097,1107433,Emiliano & Maria,56.0
340821,643583,Gianni,4.0
341305,1743840,Simona,1.0
341703,1640851,Perla,5.0
341772,1734083,Salvatore,2.0
342058,1735597,Stefano,5.0
343883,1744644,Victoria,1.0
344789,701976,Parisina,2.0
345427,1752047,Paolo Maria,1.0
348229,1764914,Marzia,25.0
350977,1778301,Casa Ray,1.0
352664,1785660,Alex,1.0
353864,1790834,Alessandro,11.0
354159,1569764,Anna,1.0
354949,1598129,Michela,3.0
356046,1802178,Elisa Giacomo,1.0
356356,1803233,Maria,1.0
357001,1806875,Cecilia,5.0
358069,1688827,Roberto,1.0
361395,1826628,Francesco,1.0
362739,316068,Federico,42.0
363364,1836200,Giusi,2.0
366441,1640851,Perla,5.0
367480,1855253,Sergio And Family,1.0
370630,1013976,Lucia,4.0
371905,1872762,Tania,2.0
376628,768673,Fabio,3.0
378108,1899872,Franco,3.0
383422,1107433,Emiliano & Maria,56.0
383811,1922041,Patrizio,1.0
386625,1934483,Federico,9.0
387704,1939941,Francesco,1.0
392407,895926,Daniela,1.0
393229,1966913,Ilaria,1.0
394390,1971628,Classrome27,2.0
394822,1973782,Sabrina,3.0
396795,1982513,Massimo,2.0
397702,1986863,Casa-Laboratorio,1.0
398313,1989378,Giulia,1.0
400179,1997606,Daniela,4.0
400636,1891036,Francesca,1.0
406264,2024525,Serenella,1.0
406693,1977704,Federica,1.0
407422,1775004,Irina,4.0
409020,1185020,Rubina E Nathalie,9.0
409028,1712218,Michela,4.0
409226,1712218,Michela,4.0
409578,2038941,Giovanna,4.0
409920,2040614,Licia,2.0
410640,2044196,Nicola,1.0
410941,1957144,Dario,1.0
411167,1754748,Silvia,1.0
411259,2040614,Licia,2.0
412553,1806875,Cecilia,5.0
414444,2038941,Giovanna,4.0
415254,2065384,Vera,1.0
417824,248295,Tom,11.0
419648,2087194,Anna Maria,2.0
419871,2088086,Fab,3.0
420611,2091735,Nicola,11.0
421145,2094437,Luciana,3.0
422410,2100864,Fabiola,3.0
424531,2110502,Metella,1.0
426237,1775004,Irina,4.0
426720,2107010,Fabio,1.0
427190,2123653,Elisabetta,1.0
427481,2124568,Laura,6.0
427944,2126971,Petra,3.0
428338,2129443,Alberta,6.0
428414,1238041,Alessandro,4.0
432123,2091563,Iris,1.0
432720,2138411,Damiano,2.0
433575,2154703,Lorenzo,1.0
433593,2079032,Christian,13.0
434341,2151102,Maria,1.0
436111,2079032,Christian,13.0
436480,1429012,Emanuele & Natalya,4.0
437809,2174884,Adolfo,3.0
437873,2174884,Adolfo,3.0
439098,2181504,Sara,1.0
439143,712288,Jimmy,13.0
440255,2187479,Paolo,3.0
442291,195040,Hanen,3.0
443404,2202989,Manuela E Onella,1.0
444469,643583,Gianni,4.0
445298,2212191,Iacopo,2.0
448130,1238850,Alberto,5.0
448362,2226818,Ale Andrea,2.0
449157,1238850,Alberto,5.0
449837,1238850,Alberto,5.0
450529,2190360,Vinicio,1.0
451971,1107433,Emiliano & Maria,56.0
452216,2246848,Ludovica,1.0
455139,2262085,Laura,1.0
455283,81015,Emanuele,10.0
456199,2267901,Dario E Diana,4.0
457241,2273008,Valentina,4.0
457302,2273448,Federica,1.0
458170,1836200,Giusi,2.0
459461,2283874,Tiziana,1.0
459832,1285583,Carla,1.0
463358,2302754,Carla E Claudio,1.0
463691,2304192,Gabriele,2.0
464953,2310494,Nick,1.0
465770,2313426,Anna,2.0
466155,2315268,Alessandra,18.0
467064,2129443,Alberta,6.0
468300,2313426,Anna,2.0
469145,2129443,Alberta,6.0
470112,2056368,Luca&Marilla,1.0
470817,2336397,Shapan,1.0
472700,1718747,Piero,1.0
473219,947717,Maria,2.0
473825,2349263,Barbara,1.0
475751,1188507,Ketty,1.0
480299,2378701,Gadiel,1.0
482695,2184703,Elena,1.0
483340,2392554,Francesca,1.0
484371,2138411,Damiano,2.0
485812,2404917,Susanna,4.0
488401,2404917,Susanna,4.0
490348,1997606,Daniela,4.0
490737,2426529,Serena & Nicolas,1.0
492866,2435691,Francesca,16.0
493461,2438137,Angelo Pio Michele,1.0
495127,1973782,Sabrina,3.0
496575,1913469,Madeira,1.0
498478,2460828,Gio,1.0
500029,2467627,Tommaso,5.0
500154,2468098,Andrea,1.0
500959,2469312,Marco,2.0
501912,2476686,Monica,3.0
504814,2267901,Dario E Diana,4.0
504821,2267901,Dario E Diana,4.0
504991,2490278,AmbrOsia,1.0
506816,557098,Flora,3.0
509018,2508810,Angela,1.0
509229,2499432,Sara,3.0
509246,2499432,Sara,3.0
509279,2499432,Sara,3.0
510665,589201,Paolo Super Host,1.0
511224,1033076,Rca Immobiliare,6.0
511618,1033076,Rca Immobiliare,6.0
512954,1033076,Rca Immobiliare,6.0
513443,2419652,Ma&De,1.0
513753,1033076,Rca Immobiliare,6.0
513816,1033076,Rca Immobiliare,6.0
517423,1971628,Classrome27,2.0
517963,2546166,Roberto,3.0
524072,2575916,Flaminia,1.0
524132,2524858,Luigi,1.0
527250,1771430,Luca,9.0
527539,2592720,Barbara,1.0
528436,1198350,Maurizio,1.0
531654,119186,Primarosa M.Rita,3.0
531710,2605970,Dario,2.0
532061,2405376,Lorenzo,56.0
532077,960218,Emilia,3.0
535946,2633819,Alexis Rooms  City Center,2.0
536190,2397771,Federico,1.0
539322,2650310,Paola,1.0
539492,2655481,Stefano,2.0
540069,1982513,Massimo,2.0
541240,2588620,Fabrizio,1.0
541589,2662571,Maria,4.0
541976,1977854,Olga,4.0
542118,2152480,Claudia,1.0
542420,2467627,Tommaso,5.0
542431,2467627,Tommaso,5.0
542440,2467627,Tommaso,5.0
542449,2467627,Tommaso,5.0
543013,557098,Flora,3.0
544843,2679305,Lorenzo,3.0
546203,2605970,Dario,2.0
549687,2320945,Alessandro,2.0
550400,1650524,Barbara,4.0
551669,2711150,Emi,1.0
552414,2485447,Maria Rosaria,2.0
552958,1997606,Daniela,4.0
553026,2717825,Liviana,5.0
553816,2721822,Roberto,1.0
558500,808968,Giulia,1.0
558620,2746677,Cinzia,1.0
558950,1362615,Carla,1.0
561122,784384,Rent In Rome,16.0
561231,2759230,Massimo Giuseppe,3.0
561736,2762035,Luca & Olesya,5.0
561780,1997606,Daniela,4.0
562080,2764132,Daniele,2.0
567563,2802221,Patrizia,3.0
569472,502689,Armando,6.0
570339,132622,Mirela & Marco,3.0
570448,2806808,Stefania,6.0
573475,62269902,Pietro,2.0
573993,1855539,Maria,2.0
574545,2671558,Fabio,3.0
576496,255290,Edo & Melany,7.0
577393,1837231,Mario,1.0
581723,2847669,Clara,1.0
584129,2878156,Maurizio,1.0
587909,1688826,Andrea,1.0
588080,1528063,Chiara,1.0
588527,2805706,Irene,1.0
590418,2913639,Marco,1.0
591918,322973,Massimo,3.0
592150,2923103,Massimo,1.0
597568,2762035,Luca & Olesya,5.0
599194,889051,Rossella,1.0
601402,1460757,Paolo,9.0
603234,2986347,Roberta,2.0
603558,2987957,Mary,1.0
603639,2988389,Luca,3.0
607172,2358492,Guglielmo,1.0
607624,3010884,Paola,1.0
608586,3016589,Paola,4.0
609975,3024809,Valentina,1.0
610229,3025876,Federica,2.0
610411,3026679,Leonardo,8.0
612843,47623,Stefano,1.0
614621,3048470,Maurizio,1.0
618566,3064456,Francesca,1.0
619022,3059755,Simona,1.0
619724,2404546,Jimmy,1.0
622105,895292,Valerio,1.0
622471,3084361,Rossella,1.0
624164,3096589,Micaela,1.0
624562,3098734,Fabrizio,1.0
626499,3165675,Luisa,1.0
627933,3118165,Sandro,1.0
629441,2187479,Paolo,3.0
631533,3140237,Dario,3.0
632286,3140237,Dario,3.0
632391,3146087,Mauro,3.0
634305,2196342,Giulia & Susanna,2.0
636895,3175683,Domitilla,2.0
637931,675201,Rosa Alba,3.0
639627,411192,Massimo,2.0
642001,3207921,Beatrice,1.0
645705,1791908,Miranda,1.0
646711,3099723,Valentina,1.0
647163,3244440,Oli,1.0
650151,3265186,Catrine,4.0
650316,3265960,Mari,1.0
650962,3269623,Marco & Francesca,2.0
653881,3288993,Cristobal,7.0
654241,3291030,Sam,8.0
655234,3298045,Paola,1.0
657286,3312739,Marina,3.0
657412,3287407,Francesco,2.0
657903,3316473,Maria Cristina,2.0
662235,3343840,Monica E Giuliano,1.0
663504,1580294,Francesco,1.0
663834,3352489,Fabio,1.0
667421,3016589,Paola,4.0
667806,3378985,Lisa,1.0
671097,3401108,Eleonora,1.0
671560,3404370,Silvia,2.0
672101,1934483,Federico,9.0
674274,2476686,Monica,3.0
676509,3438501,Danila,5.0
677021,510954,Vittorio,2.0
677751,3447554,Orietta,1.0
679808,3460325,Luigi,2.0
679886,3460759,Emanuela,8.0
683861,3486696,Andrea,4.0
684488,1246681,Giupys,1.0
686007,3499292,Stefano,2.0
687131,3506750,Fabio,1.0
687220,3507178,Silvana,2.0
687911,1359561,Nicola,1.0
690097,307448,Fabiano,1.0
690200,2405376,Lorenzo,56.0
691189,78287,Frank & Soledad,8.0
691271,3533776,Elvio,3.0
691436,3276565,Francesca,1.0
691453,3540552,Giampaolo,1.0
691626,3533050,Antonella,7.0
692218,3533050,Antonella,7.0
692245,3533050,Antonella,7.0
692885,3544464,Cristian,3.0
693077,3288993,Cristobal,7.0
693148,3499292,Stefano,2.0
693641,3544464,Cristian,3.0
695228,3558380,Manola,1.0
696277,3488702,Niky & Alfre,1.0
696777,2405376,Lorenzo,56.0
696828,1301982,Luca,4.0
697070,3570115,Giulio,1.0
697853,133372,Emanuela,5.0
698322,2764132,Daniele,2.0
698925,3559572,Francesca,5.0
699877,3590285,Lolli,1.0
700932,3589628,Maria Carolina,3.0
703643,3605259,Maurizio,1.0
704162,2405376,Lorenzo,56.0
705322,674843,Daniele,5.0
706782,316068,Federico,42.0
709861,3652760,Ivan E Cinzia,1.0
709899,2805865,Kiersten,1.0
711563,3507178,Silvana,2.0
711592,3661949,Alberta,1.0
711649,1598285,Matteo,1.0
712160,3533776,Elvio,3.0
712185,3533776,Elvio,3.0
715792,900700,Riccardo Giò,5.0
717573,900700,Riccardo Giò,5.0
721874,3137304,Sabrina,1.0
721984,3727795,Andrea,1.0
722319,506316,Andrea,4.0
722345,506316,Andrea,4.0
723163,2405376,Lorenzo,56.0
723544,1934483,Federico,9.0
724038,1560802,Luigi,6.0
730032,3795905,Camilla,1.0
730072,3796166,Luigi,2.0
731825,3809491,Pierluigi,4.0
732058,3810463,Paolo,1.0
732890,3817145,Chiara,1.0
733484,3822218,Alessandro,2.0
735548,3837162,Sabrina,2.0
737165,748587,Valentina,1.0
738741,3862357,Stefano,11.0
738826,3862871,Ludovica,1.0
739093,3146087,Mauro,3.0
739291,427572,Roberto,3.0
739341,3866585,Federica,1.0
740478,3862357,Stefano,11.0
740591,1857128,Iole,2.0
742809,3889517,Simone,1.0
743172,2762035,Luca & Olesya,5.0
744128,1015322,Mattia,1.0
744222,492474,Filippo,2.0
744651,3903309,Giulia & Federica,2.0
746971,567006,Andrea,4.0
747656,3925580,Rita,3.0
750042,3476772,Orizio & Silvia,6.0
750055,3476772,Orizio & Silvia,6.0
750472,3945679,Anna,4.0
750579,3946170,Giuseppe,1.0
751396,3951111,Allegra,1.0
753076,3897282,Clara,4.0
756083,3980189,Andrea E Carla,3.0
756089,3980189,Andrea E Carla,3.0
756299,1857128,Iole,2.0
758234,3994539,Andrea,1.0
758874,3999286,Michela,1.0
759644,3558977,Domus Hotel,3.0
760620,2196342,Giulia & Susanna,2.0
760903,3862357,Stefano,11.0
761028,261660,Elisabetta,5.0
763338,261660,Elisabetta,5.0
764385,4029753,Massimo,1.0
764483,4030269,Rosa,1.0
765032,4022135,Chiara,1.0
766376,119845,Irene,4.0
766424,119845,Irene,4.0
770199,75450,Sasa,10.0
771124,1938194,Raffaele,1.0
771246,4068925,Francesco E Anna Maria,1.0
771339,4069053,Giorgia,1.0
771363,4069752,Gloria,1.0
773473,529532,Livia,1.0
773478,4081523,Valentina,7.0
773978,4083631,Annalisa,1.0
774608,2462872,Sveva,1.0
775658,4091524,Vittoria,1.0
776340,4094168,Gloria,1.0
778012,4102597,Julia,1.0
780455,3558977,Domus Hotel,3.0
780791,3015293,Carolina,1.0
781319,4120994,Flavia,6.0
781445,4091376,Jane,9.0
782198,4091376,Jane,9.0
782316,4091376,Jane,9.0
782614,4118170,Laura,2.0
783263,2759230,Massimo Giuseppe,3.0
783986,1783943,Letizia,6.0
784311,5057593,Nerva Accomodation,11.0
785255,4139899,Lisa,1.0
788400,4155604,Alessandro,5.0
789716,4161383,Ezio,1.0
790785,4166386,Donatella,1.0
792474,5281478,Anita,1.0
794009,4183153,Daniela,1.0
795165,4189103,Francesco Thilo,1.0
795513,4203243,Guido,1.0
795973,4192999,Emiliano,1.0
798038,4202579,I Vicini Del Papa,6.0
799892,3195499,Valerie,1.0
800145,4203917,Laura,1.0
801311,4217646,Gaetano,1.0
801891,3014286,Nancy,3.0
802413,1775004,Irina,4.0
806822,4246795,Max & Lavinia,2.0
808450,4253608,Francesca,1.0
809863,721751,Freddy,1.0
811774,4268476,Andrea E Grazia Vacanze Romane,2.0
811973,4246795,Max & Lavinia,2.0
812342,3476772,Orizio & Silvia,6.0
812387,4270962,Silvia,1.0
814208,4278597,Claudia,2.0
816682,2419678,Sara,1.0
816949,1775004,Irina,4.0
816958,4289335,Luca,13.0
818616,4299750,Clara E Massimo,1.0
818839,4300878,Massimo,1.0
820686,4310190,Ben,3.0
820984,2091735,Nicola,11.0
823101,2480976,Fulvia,5.0
825299,3925580,Rita,3.0
825367,4331335,Giulia,4.0
827269,4338760,Celeste,5.0
830684,4155604,Alessandro,5.0
831172,4091376,Jane,9.0
831199,4353230,Piero,1.0
831467,4354313,Franca,2.0
833522,3559572,Francesca,5.0
834023,4272056,Ilaria,2.0
835857,4202579,I Vicini Del Papa,6.0
836133,4371025,Patrizia,1.0
837861,4118170,Laura,2.0
838023,3997167,Fabio,2.0
839107,1460757,Paolo,9.0
840472,1107433,Emiliano & Maria,56.0
841633,4394760,Carla,1.0
843160,4402324,Fabio & Francesca,1.0
843518,3559572,Francesca,5.0
843660,4404171,Paola,11.0
844558,4409225,Daniele,4.0
844662,3559572,Francesca,5.0
844776,4410229,Roberta,1.0
844967,4411252,Guido,1.0
847078,4423572,Augusto,1.0
847691,4425930,Giacomo,3.0
848506,1771430,Luca,9.0
850183,1426840,Gaetano,3.0
850630,1477208,Paolo,9.0
852680,1670144,Luca,6.0
852799,4452135,Marina,3.0
855707,4472422,Michele,6.0
855912,1670144,Luca,6.0
857405,746256,Olivia,4.0
857445,2771513,Alice,1.0
857484,4467862,Karen,2.0
858784,4501739,Lara,1.0
858935,4495963,Alessandro,18.0
858936,4495963,Alessandro,18.0
859693,4155604,Alessandro,5.0
861167,4091376,Jane,9.0
861697,4515170,Marco,2.0
864010,4532927,Cristiano,1.0
865289,3873669,Gianluca E Flavia,6.0
866666,4452135,Marina,3.0
866871,4555792,Alessandro,4.0
870683,4289335,Luca,13.0
870905,4555792,Alessandro,4.0
871542,4595016,Federico,1.0
871676,4555792,Alessandro,4.0
871865,4555792,Alessandro,4.0
872825,2226818,Ale Andrea,2.0
873388,4571941,Marlène,2.0
874822,4617966,Andrea,4.0
875320,4584170,Daniela,1.0
876289,4627775,Sara,1.0
877647,158699136,Flavio & Emiliano,10.0
878385,4090799,Federico,2.0
878455,2484439,Cristina,4.0
878946,4645921,Alessia,1.0
879672,4651910,Roberta,1.0
880092,4654242,Raffaella,1.0
882945,3460759,Emanuela,8.0
886953,1724482,Bruno,2.0
888645,4712553,Gianna Maria,1.0
889774,4734396,Vincenzo,1.0
890346,4726565,Chiara,1.0
892896,3743987,Olympic View Apartment,2.0
894714,4617428,LUIGI And MARIA PIA,2.0
895540,4772108,Bonosa 31,2.0
896524,4780758,Daniela,2.0
897047,4785928,Maria Paola,1.0
897360,4787552,Diomira,2.0
897874,761827,Dorotea,20.0
901041,4813887,Lila,2.0
901058,4813912,Paola,1.0
901668,763309,Aure And Max,1.0
903409,1993202,Massimo,1.0
904641,2405376,Lorenzo,56.0
906915,4274375,Gino,1.0
907881,4863599,Domus Flavia Al Colosseo,2.0
908444,4617428,LUIGI And MARIA PIA,2.0
909242,4875346,Francesca & Arianna,1.0
909292,4875924,Carlo,1.0
910329,4883092,Luisa,1.0
914466,4908320,Mauro,1.0
915670,3873962,Julia,1.0
915783,4915959,Karen,3.0
917819,4928794,Mauro,1.0
917971,3308340,Gabriella,1.0
920626,546346,Giulia,2.0
922888,4962379,Colette,1.0
924507,4973013,Enrico E Paola,6.0
925502,3589628,Maria Carolina,3.0
928448,4998407,Alessandro,3.0
928606,4998407,Alessandro,3.0
