id;name;host_id;zone_id;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;availability_365;number_of_reviews_ltm
3152873;Elegante loft nel centro di Roma.;16000593;1;Entire home/apt;185;3.0;10;05/10/2015;0.11;0.0;0
3156599;rome lovely apartment delizioso app;12959919;10;Entire home/apt;50;3.0;141;24/08/2019;1.56;311.0;0
3156876;LOVELY HOLIDA HOUSE NEAR ROME'S CENTER FOR ERASMUS;12959919;10;Entire home/apt;60;3.0;93;18/08/2019;1.04;311.0;0
3160365;☆ Le Campane di Bramante;16034833;1;Entire home/apt;207;2.0;19;09/10/2021;0.43;275.0;1
3160472;Charming Loft, in Vatican Area;8750712;1;Entire home/apt;100;3.0;169;29/10/2019;1.9;275.0;0
3165424;CASA LAVIULIA in the historic center.;16055840;1;Entire home/apt;65;3.0;106;14/10/2021;1.18;231.0;13
3169159;Sunny PRIVATE ROOM closeTrastevere;7371629;12;Private room;70;5.0;44;03/06/2018;0.48;0.0;0
3172693;Rome, center of Garbatella Storica;16047248;6;Entire home/apt;85;2.0;4;26/06/2018;0.06;0.0;0
3172822;Momo's house;16090346;3;Entire home/apt;120;1.0;22;30/09/2021;0.24;342.0;1
3173270;PRIVATE GUEST SUITE IN FAMILY HOME!;13922551;7;Private room;175;2.0;47;01/02/2017;0.51;0.0;0
3173764;casa vacanze Yuli;16094485;1;Entire home/apt;100;3.0;1;16/07/2016;0.02;312.0;0
3177828;A Modern Flat near Spanish Steps;2023070;1;Entire home/apt;68;2.0;61;31/12/2019;0.69;315.0;0
3178625;INTERNO 15 Romantic House close to VATICAN Area;16118902;11;Entire home/apt;400;2.0;97;26/01/2020;1.07;37.0;0
3178636;La Torretta - Chiostro del Bramante;16034833;1;Entire home/apt;438;2.0;37;03/10/2021;0.84;303.0;9
3179444;☆ Luxury Loft in Museum Navona Square;16034833;1;Entire home/apt;246;2.0;16;12/10/2019;0.33;287.0;0
3182923;Little sleep in Campo de Fiori,Roma;1203371;1;Private room;75;1.0;22;29/07/2020;0.25;330.0;0
3191667;casa con vista piazza del popolo;16177973;3;Entire home/apt;85;3.0;134;06/11/2019;1.67;136.0;0
3194616;apartment for family;16193114;15;Entire home/apt;51;3.0;8;04/11/2021;0.1;161.0;4
3195421;Wonderfull double room ensuite airconditioned;4495963;4;Private room;65;1.0;6;14/10/2018;0.07;365.0;0
3211212;БЕСПЛАТНЫЙ ГИД КОЛЛИЗЕЙ Ватикан.;13945958;11;Private room;35;3.0;36;29/07/2019;0.4;275.0;0
3213059;A 2 Levels Flat near Spanish Steps;2023070;1;Entire home/apt;75;2.0;45;07/11/2021;0.57;345.0;2
3216584;Caesarina Roma Luxury apartment;9465946;1;Entire home/apt;109;2.0;30;24/11/2021;0.37;355.0;6
3233411;Giulietta al Colosseo Apartment;16364744;1;Entire home/apt;294;1.0;2;16/07/2015;0.02;96.0;0
3234696;Luxory  Appartament inVatican City Cristina's Home;16116685;1;Entire home/apt;160;2.0;51;21/11/2021;0.62;178.0;3
3235283;Luce e design Garbatella storica;5525450;6;Entire home/apt;74;1.0;64;30/08/2021;0.74;342.0;10
3236180;Downtown Loft next to Termini Station;13710209;1;Entire home/apt;45;5.0;196;01/10/2019;2.2;273.0;0
3237138;Bnb nel cuore di Roma Trastevere;16379602;1;Private room;95;1.0;1;11/10/2019;0.04;362.0;0
3242656;Wide and sunny room;16367746;7;Private room;30;2.0;46;07/04/2017;0.5;0.0;0
3242683;Central Room close Subway /Wifi 24h;2785304;7;Private room;30;3.0;168;07/06/2019;1.87;0.0;0
3242915;NAVONA SQUARE EXCLUSIVE APARTMENT HISTORIC CENTER!;16420942;1;Entire home/apt;109;2.0;48;22/11/2021;0.55;187.0;4
3245800;ALTIERI LOFT PANTHEON;6519534;1;Entire home/apt;102;1.0;153;29/11/2021;1.69;289.0;1
3251734;Roma210 Silver house metro St.Peter;16448650;11;Entire home/apt;60;3.0;111;04/11/2021;1.25;340.0;6
3251851;New Studio Rome-Termini/A.C./WiFi;16449185;3;Entire home/apt;54;3.0;323;01/12/2021;3.57;287.0;33
3252676;Delizioso appartamento zona Pigneto;16452432;7;Entire home/apt;50;2.0;9;16/02/2015;0.1;329.0;0
3254154;ROMAN HOLIDAYS! AT PIAZZA NAVONA!;16457395;1;Entire home/apt;340;2.0;197;26/10/2021;2.18;129.0;10
3256219;Roma a 900mt dal Colosseo;13033832;7;Entire home/apt;55;3.0;29;24/10/2018;0.42;346.0;0
3257000;Penthouse overlooking the sea Lido di Roma Ostia;16471225;14;Entire home/apt;120;5.0;27;12/09/2021;0.3;162.0;1
3259583;Roma210 Red house metro St.Peter;16448650;11;Entire home/apt;55;3.0;27;04/01/2020;0.31;344.0;0
3260174;A stone's throw from the Colosseum;16484694;1;Entire home/apt;49;3.0;397;29/11/2021;4.37;53.0;44
3266672;Circus Maximus Coliseum-Large sunny room+bathroom;16519139;1;Private room;71;1.0;389;02/12/2021;5.68;3.0;26
3266684;Exclusive&Comfy Room+Bath&Kitchen in CircusMaximus;16519139;1;Private room;74;1.0;89;03/02/2020;2.15;0.0;0
3266846;In the heart of Rome, Monteverde;16519975;12;Entire home/apt;70;2.0;45;06/11/2021;0.5;346.0;6
3278169;Apartment in central Rome.;16571745;1;Entire home/apt;45;2.0;253;21/02/2021;3.17;0.0;1
3281148;popolo loft;8854463;1;Entire home/apt;100;6.0;19;14/11/2021;0.22;225.0;2
3286456;APARTMENT ROME PANTHEON cozy apart.;1461413;1;Entire home/apt;49;3.0;212;04/12/2021;2.4;131.0;27
3289043;B&B TUTTIDAMARI -  2 Beautiful Rooms;4452135;7;Private room;110;2.0;35;01/11/2021;0.62;351.0;1
3289612;Greenhouse;4081523;2;Entire home/apt;80;4.0;31;15/09/2021;0.34;327.0;3
3289829;Lovely apartment by Campo dei fiori;16540200;1;Entire home/apt;51;1.0;436;20/11/2021;5.15;344.0;43
3295662;sweet home central area;16349861;7;Entire home/apt;60;3.0;14;30/09/2018;0.16;0.0;0
3298643;Piazza Colonna Apartment - Charme Holidays;12820106;1;Entire home/apt;158;1.0;15;22/08/2021;0.18;335.0;3
3302042;Piramide Rome;1329045;1;Entire home/apt;40;2.0;219;25/09/2021;2.41;5.0;11
3302473;Small studio apt by Colosseum.;16678517;1;Entire home/apt;55;3.0;22;21/05/2018;0.26;0.0;0
3304127;FONTANELLA apartment for rent Rome.;16688670;1;Entire home/apt;93;3.0;5;23/06/2018;0.06;0.0;0
3304839;True Colors by the Vatican - Sivori;5613371;1;Entire home/apt;54;2.0;132;10/03/2020;1.47;69.0;0
3306352;Suite Vicolo del Leonetto Phanteon;16697842;1;Entire home/apt;70;1.0;78;23/11/2021;1.87;0.0;2
3306859;B&P Holiday H. Principe;16699830;1;Entire home/apt;35;3.0;46;15/04/2019;0.71;336.0;0
3308140;A small Studio near Pantheon;2023070;1;Entire home/apt;55;2.0;60;25/02/2020;0.79;357.0;0
3308218;Bright PRIVATE ROOM next Trastevere;7371629;12;Private room;70;50.0;50;13/10/2018;0.55;0.0;0
3308489;Rome Comfy Cozy House with Garden;16697592;14;Entire home/apt;150;4.0;6;01/09/2017;0.08;177.0;0
3308548;Romantic Suite with Private Roof Terrace near Colosseum;15176870;1;Entire home/apt;85;1.0;212;08/11/2021;2.93;181.0;8
3308635;Comfort Rome;16706948;1;Entire home/apt;72;3.0;133;11/03/2020;1.61;219.0;0
3309526;Quanto sei bella Roma quand'è sera!;16710662;7;Entire home/apt;99;1.0;5;29/11/2021;2.73;180.0;5
3310149;Ampia Stanza Singola a Monteverde;14391093;12;Private room;47;28.0;5;17/10/2021;0.06;253.0;2
3312151;Guesthouse - Roma;16726095;14;Entire home/apt;25;3.0;200;23/10/2020;2.2;251.0;0
3312902;OFFER! Piazza Navona White Terrace Luxury Flat;8383844;1;Entire home/apt;139;1.0;9;06/02/2021;0.11;332.0;1
3316028;Luminoso e Spazioso Appartamento nel Vivace Quartiere Flaminio;10194247;3;Entire home/apt;90;2.0;208;01/11/2021;2.32;305.0;3
3321059;Modern Comfort 15min. from Coliseum & Roman Forum;16767993;6;Entire home/apt;40;3.0;136;06/12/2021;1.51;10.0;17
3322603;Lovely peaceful trastevere;7203178;12;Entire home/apt;110;7.0;1;29/06/2019;0.03;223.0;0
3325268;Trastevere Residence-Suite Francesc;14509486;1;Entire home/apt;100;3.0;44;04/09/2021;0.51;240.0;1
3327884;Coroma in Monti Colosseo & Termini (House Vale);16801846;1;Entire home/apt;85;365.0;85;06/03/2020;1.01;0.0;0
3328695;stanza privata in appartamento;1808144;9;Private room;28;1.0;3;22/10/2017;0.04;358.0;0
3329007;Studio Colosseo;16807445;1;Entire home/apt;66;2.0;58;11/11/2021;0.74;357.0;6
3338021;ToyAttic;16709290;10;Entire home/apt;50;3.0;61;04/05/2019;0.69;161.0;0
3338098;Augusto Attic;16709290;10;Entire home/apt;32;3.0;87;26/11/2021;0.97;339.0;14
3338245;Lovely apartment Saint Peter Rome;2054424;1;Entire home/apt;70;3.0;2;01/07/2021;0.04;291.0;1
3338580;Rome Metro C  BIG HOUSE 200 mq;8670068;8;Entire home/apt;860;1.0;21;07/09/2021;0.27;255.0;1
3339236;camera matrimoniale e bagno privato;16854711;1;Private room;58;2.0;19;19/10/2015;0.23;0.0;0
3339640;The great beauty of Pantheon I;12964457;1;Entire home/apt;91;1.0;133;25/02/2020;1.52;38.0;0
3339938;nice and cozy flat;4482753;7;Private room;50;2.0;19;28/09/2015;0.21;337.0;0
3342799;Double room with bathroom & garden;16872719;1;Private room;50;1.0;2;19/06/2015;0.02;0.0;0
3346142;Beautiful and Light Student Room 1221 Aquila Rom;7564916;9;Private room;25;1.0;5;27/08/2017;0.09;191.0;0
3346279;Very Nice Room 1355 in Rome Big Bed&Sofa;7564916;9;Private room;18;30.0;7;08/08/2019;0.08;0.0;0
3346444;MONTI DISTRICT, COLISEUM, SVEVO MAMA'S HOME;16889725;1;Entire home/apt;65;3.0;184;23/11/2021;2.02;326.0;23
3347531;Consuelo Peruzzo;16894735;12;Entire home/apt;64;2.0;131;21/11/2021;1.49;148.0;2
3349816;Two level Apartment with roof terrace-Colosseum;15176870;1;Entire home/apt;83;3.0;206;05/12/2021;2.59;179.0;17
3358269;2bedrooms LOFT with private Roof terrace-Colosseum;15176870;1;Entire home/apt;129;2.0;98;11/10/2021;1.22;184.0;4
3361176;MG studio by courtyard in Testaccio;2008858;1;Entire home/apt;45;90.0;96;03/01/2020;1.06;1.0;0
3361268;Romantico Castello zona Vaticano;16957379;11;Private room;35;1.0;12;30/09/2021;0.14;363.0;1
3368128;8mn→Downtown Anny villa: Single small cozy room;1617594;7;Private room;300;1.0;56;16/09/2019;0.62;321.0;0
3369317;Essential Green Apartment in Rome;16999215;12;Entire home/apt;60;6.0;3;01/12/2015;0.04;334.0;0
3369563;Charming Small Attic with Balcony;11786855;1;Entire home/apt;54;2.0;47;28/07/2021;0.55;176.0;4
3377405;Cosy penthouse nearby Vatican Walls;17038879;1;Entire home/apt;45;90.0;51;24/12/2019;0.57;333.0;0
3380829;Prestigious Apartment in City Center Villa;17057752;12;Entire home/apt;128;2.0;67;31/10/2020;0.78;326.0;0
3388629;Delizioso bilocale ner core multietnico de Roma;17096697;1;Entire home/apt;80;5.0;76;03/11/2021;0.85;356.0;2
3391747;5 minuts Vatican Museum;17108422;1;Entire home/apt;80;2.0;10;27/10/2015;0.13;51.0;0
3396976;Big room in Rome (Eur);17137881;5;Private room;33;2.0;8;25/09/2016;0.1;0.0;0
3400547;COLOSSEO RESIDENZA SETTE SALE -Charming Flat&Patio;17151227;1;Entire home/apt;155;2.0;15;09/06/2019;0.19;319.0;0
3401654;LdR studio by courtyard, Testaccio;2008858;1;Entire home/apt;45;90.0;149;09/03/2020;1.65;1.0;0
3404152;San Pietro Room;17167875;11;Private room;71;1.0;81;04/01/2020;0.92;337.0;0
3404279;Historical loft in the Cenci family Mansion's;1393021;1;Entire home/apt;109;2.0;260;21/11/2021;2.9;342.0;17
3404891;Flatinrome Termini - Unit E - Private terrace;494485;3;Entire home/apt;98;1.0;1;21/10/2018;0.03;0.0;0
3406498;Frattina Luxury Apartment;13535782;1;Entire home/apt;71;1.0;102;04/12/2021;1.21;275.0;35
3406876;Lovely little house in 10 minutes from Saint Peter;2059894;13;Entire home/apt;52;3.0;20;26/08/2020;0.23;355.0;0
3407877;The heart of Rome;17185579;1;Entire home/apt;228;1.0;73;02/11/2021;0.83;251.0;3
3408886;A Casa di Giallo B&B Grey Room;17190127;7;Private room;43;1.0;39;02/09/2021;0.48;161.0;1
3411148;47 Luxury Trevi Apartment;16846051;1;Entire home/apt;656;2.0;71;02/11/2021;0.82;299.0;2
3412386;Roma Centro RioneXX Testaccio;17205031;1;Private room;20;2.0;557;23/10/2021;6.24;282.0;29
3414280;Mirella's Home Trastevere Casa Vacanze;17214248;12;Entire home/apt;450;3.0;187;17/09/2021;2.18;352.0;10
3419552;cozy and central flat+wi-fi;15593981;3;Entire home/apt;96;2.0;13;16/09/2019;0.19;311.0;0
3420735;RESIDENZA OSTIENSE charme & design;17241030;6;Entire home/apt;51;2.0;50;28/04/2016;0.57;65.0;0
3427043;Charming appartamento Roma;17276090;13;Entire home/apt;85;3.0;9;07/10/2019;0.11;2.0;0
3429658;Two steps from Vatican Museum;14330516;1;Entire home/apt;109;2.0;355;22/11/2021;3.98;118.0;7
3431609;LILIUM HOUSE APTS - CARACALLA;17293975;6;Entire home/apt;42;2.0;114;03/07/2020;1.31;304.0;0
3432169;CHARMING APARTMENT - WI-FI -A/C- (Spanish Steps);1396222;3;Entire home/apt;82;3.0;88;26/11/2021;1.0;326.0;8
3436376;Double Large ensuite room airconditioned;4495963;4;Private room;55;1.0;2;25/09/2021;0.03;362.0;1
3439303;EDEN HOUSE IN ROME;17332935;13;Entire home/apt;55;3.0;5;12/04/2015;0.06;216.0;0
3440089;Palazzo Giorgioli Apartment (Via Cavour);16781199;1;Entire home/apt;95;2.0;124;19/11/2021;1.45;228.0;23
3440208;Magic Scandeluzza Castle in Rome;16957379;11;Private room;35;1.0;5;23/10/2021;0.09;364.0;1
3440803;Strapignetissimo,Rome;17340287;9;Entire home/apt;46;3.0;207;30/09/2021;2.32;222.0;7
3441072;Allegra stanza privata Roma : D;17164094;9;Private room;26;2.0;74;12/07/2019;0.88;62.0;0
3444030;Santa Cecilia Apartment (Via del Corso);16781199;1;Entire home/apt;85;2.0;76;05/11/2021;0.88;349.0;13
3444038;Appartamento Trastevere;9063710;1;Entire home/apt;150;3.0;29;19/09/2015;0.32;0.0;0
3444581;Amazing home near Trevi Fountain;13731379;1;Entire home/apt;150;2.0;231;24/11/2021;2.56;295.0;14
3445181;Walk to the Colosseum from a Historical Central Building;16471225;1;Entire home/apt;83;3.0;91;29/11/2021;1.04;295.0;5
3446829;CASA VACANZA  FERNANDO COLOSSEO;17370761;1;Entire home/apt;75;3.0;218;19/11/2021;2.46;264.0;7
3447821;IVO&MARY HOUSE (vicino ospedale Spallanzani);13025094;12;Entire home/apt;51;2.0;5;09/04/2020;0.14;0.0;0
3451700;Central apt. near Termini Station, big bath tub!;16826007;3;Entire home/apt;65;3.0;131;01/11/2021;1.45;163.0;3
3460017;Fabulous St. Peter's Apartment;1913274;1;Entire home/apt;98;2.0;65;31/10/2021;0.73;351.0;7
3460580;Colors and confort near the Fair;13160589;10;Entire home/apt;114;1.0;1;31/08/2016;0.02;0.0;0
3462305;L'Appartamento Romano;17446140;3;Private room;79;1.0;127;05/11/2020;1.59;0.0;0
3462517;Casa nel verde della via Appia;17446804;7;Private room;19;1.0;3;23/06/2019;0.1;0.0;0
3463391;196 CENTRAL GARDEN;14300515;7;Entire home/apt;90;3.0;113;21/02/2020;1.26;191.0;0
3465149;Apt.- Trastevere/Gianicolo;17458150;12;Entire home/apt;56;2.0;25;25/10/2018;0.3;251.0;0
3465987;Colossehome;15814175;1;Entire home/apt;96;2.0;76;26/02/2020;0.85;0.0;0
3466575;Lucia’s home, near to Coliseum!!;17465084;1;Entire home/apt;61;2.0;277;28/11/2021;3.08;102.0;12
3469740;Apartment in a traditional area!;13705184;3;Entire home/apt;50;3.0;110;11/11/2021;1.29;343.0;14
3472204;Nice Penthouse in Piazza di Spagna;5232802;1;Entire home/apt;138;3.0;148;12/11/2021;1.68;261.0;12
3473432;Roma: a 200mt da S.Pietro wifi free;17497032;11;Entire home/apt;76;3.0;24;03/10/2018;0.28;252.0;0
3481638;Double Private Room in Appio-Latino;17536748;7;Entire home/apt;40;2.0;249;05/03/2020;2.77;192.0;0
3483668;Domus Antonella in Trastevere;17541672;1;Entire home/apt;100;2.0;23;19/09/2021;0.31;221.0;3
3488974;Casa Federico - Comfortable apartment with patio;9325534;11;Entire home/apt;54;2.0;60;02/12/2021;0.67;319.0;1
3491563;Romantic room, 20 min to centre;2794776;9;Private room;32;4.0;129;01/01/2020;1.45;213.0;0
3497422;Stupenda Trastevere;17609379;1;Entire home/apt;84;1.0;62;22/07/2021;0.69;182.0;7
3501034;Double room in awesome Flat;17628926;9;Private room;25;3.0;241;01/11/2021;2.73;8.0;4
3501306;Quite & Cozy room, 20 min to centre;2794776;9;Private room;31;4.0;118;03/01/2020;1.34;213.0;0
3502977;La Casa di Rò B&B;17636761;15;Private room;33;2.0;5;13/10/2019;0.06;362.0;0
3503419;Charming apartment in 1930s villa;9179291;1;Entire home/apt;89;3.0;29;14/11/2021;0.32;286.0;3
3508788;camera bagno e cucina con ingresso indipendente;16783630;6;Private room;40;4.0;4;09/06/2021;0.14;365.0;1
3510440;Family Home Roma 🔆🔆🔆🔆;17674302;7;Entire home/apt;106;1.0;21;01/01/2020;0.29;0.0;0
3511488;Rome, Villa in a countryside;17677560;15;Entire home/apt;270;3.0;33;31/10/2021;0.43;259.0;8
3514766;Casa glorioso, Trastevere;17698396;1;Entire home/apt;65;3.0;29;29/05/2020;0.32;148.0;0
3515688;SCENT of TRASTEVERE;17702180;1;Entire home/apt;70;1.0;5;18/07/2021;0.06;172.0;1
3516857;The great beautyview on Colosseum;17707843;1;Entire home/apt;150;2.0;50;15/09/2020;0.56;0.0;0
3520322;Zen Garden B&B Trastevere;8101931;10;Private room;53;2.0;260;23/11/2021;3.17;303.0;38
3524329;La Gaura Guest House - Suite La Gaura;17748539;14;Private room;120;1.0;3;12/07/2019;0.04;0.0;0
3526062;CASA ALMADA;17754831;12;Private room;41;1.0;18;11/10/2020;0.23;175.0;0
3526799;Bed & breakfast 'Colline verdi';17342507;14;Entire home/apt;60;1.0;16;20/12/2020;0.3;344.0;1
3543887;Holiday Home Acquedotto Felice;17840204;7;Entire home/apt;48;2.0;57;01/01/2019;0.76;0.0;0
3546984;LEONCINO36 - Platinum Apt in Rome;16130014;1;Entire home/apt;219;2.0;2;08/06/2019;0.02;352.0;0
3547388;room in BIANCA's HOUSE;6683371;7;Private room;30;2.0;9;27/08/2021;0.14;0.0;2
3554967;SinequaRoma  Matrimoniale in Villa;17899268;14;Private room;60;1.0;2;19/06/2015;0.02;57.0;0
3554976;Sofa bed in Rome San Pietro;15141673;11;Shared room;30;3.0;3;29/12/2015;0.03;342.0;0
3556760;Room in sunny apartment;7585354;13;Private room;20;2.0;3;02/07/2016;0.03;0.0;0
3557464;Trastevere Roma: amazing penthouse;17910558;1;Entire home/apt;195;3.0;44;03/01/2020;0.5;250.0;0
3558560;COLOSSEUM COLOSSEO!;7542938;1;Entire home/apt;98;1.0;356;04/12/2021;3.99;147.0;28
3558678;Trevi Fountain  Appartment;17915898;1;Entire home/apt;300;2.0;73;06/11/2021;0.83;357.0;3
3561794;best location central rome;17932376;1;Entire home/apt;80;3.0;57;28/11/2021;0.66;245.0;9
3562418;FANTASTIC VIEW OF ROME! APARTMENT;1396222;3;Entire home/apt;78;6.0;127;07/11/2021;1.43;325.0;14
3564438;Vatican Suite;17948676;11;Entire home/apt;44;1.0;106;09/10/2021;1.21;177.0;5
3566590;Loretta's place. A sensation to feel at home!;3042038;14;Entire home/apt;79;1.0;168;17/11/2021;1.9;239.0;8
3566964;A Modern 1 BD Flat with A/C and WiFi in Trevi Area;1899872;1;Entire home/apt;62;2.0;7;12/09/2019;0.09;302.0;0
3569467;Lovely suite - Campo de' Fiori;17971929;1;Entire home/apt;160;2.0;175;18/11/2021;2.08;283.0;15
3575936;Vescovio Palace  Apartment;18007870;3;Entire home/apt;50;1.0;23;28/09/2021;0.95;311.0;6
3579310;Roma Parioli - Intero Appartamento;14645290;3;Entire home/apt;100;1.0;7;02/09/2019;0.08;343.0;0
3582359;Roma Holidays House2;12299509;1;Entire home/apt;100;2.0;26;29/12/2018;0.29;3.0;0
3582994;Maison Yassi Piazza del popolo Rome;18047602;3;Entire home/apt;50;4.0;127;05/09/2021;1.45;164.0;2
3589712;Un Amore, your romantic dream in Roma;673793;1;Entire home/apt;79;1.0;355;29/11/2021;3.96;346.0;31
3591704;Cozy suite Fori Imperiali;18093707;1;Entire home/apt;118;2.0;49;29/05/2019;0.56;186.0;0
3610896;Fantastica villetta hi tech axa;18164108;14;Entire home/apt;120;20.0;14;05/11/2015;0.16;365.0;0
3619750;Three Apartments and 10 rooms.;4495963;4;Entire home/apt;500;4.0;2;13/11/2016;0.03;357.0;0
3624331;Green House Colosseo Holidays House!;5045778;1;Entire home/apt;160;1.0;27;19/11/2021;0.32;350.0;11
3625432;Double Room 20 mt. from Vatican;18261688;1;Private room;89;1.0;1;17/10/2014;0.01;355.0;0
3625852;NICE APARTMENT IN ROME SAN GIOVANNI;18263978;7;Entire home/apt;71;2.0;4;03/01/2020;0.05;66.0;0
3626470;incantevole casa nel verde;18268153;15;Private room;21;1.0;4;23/06/2017;0.06;363.0;0
3627190;Big cozy room in beautiful apt in trendy Pigneto;18272117;9;Private room;30;4.0;274;28/10/2018;3.09;0.0;0
3628264;Double room with large terrace;11579794;1;Private room;45;2.0;64;17/06/2017;0.72;311.0;0
3630049;Holiday Home Il  Pretoriano - Rome;18294505;1;Entire home/apt;160;1.0;68;14/08/2020;0.78;297.0;0
3633265;Trastevere Residence - Suite P&F;14509486;1;Entire home/apt;270;3.0;15;08/07/2019;0.18;185.0;0
3634518;Appartamento al Pantheon;5435773;1;Entire home/apt;105;3.0;156;14/11/2021;1.79;329.0;7
3637784;Camera ampia Living a Roma Tor Vergata Metro C;8670068;8;Private room;140;1.0;10;03/11/2019;0.13;89.0;0
3641964;Camera matrimoniale;16816872;12;Private room;109;1.0;1;10/10/2021;0.49;365.0;1
3642075;Double room with private bathroom;18383914;12;Hotel room;50;1.0;3;18/02/2021;0.04;77.0;2
3643188;Gioia;11508143;1;Entire home/apt;65;3.0;152;24/10/2021;1.72;345.0;3
3659510;Rome Room;9890122;11;Private room;58;1.0;41;24/12/2019;0.47;0.0;0
3665515;B&B A PORTA CASTELLO - Colosseo Room;18586208;1;Private room;80;1.0;11;02/01/2020;0.17;358.0;0
3666753;Campo dé Fiori - Hortensia’s Studio;18592632;1;Entire home/apt;75;3.0;197;05/11/2021;2.22;255.0;11
3666913;Campo de’ Fiori appartament- La Violante;18592632;1;Entire home/apt;108;3.0;182;28/09/2021;2.06;221.0;4
3668781;Cavour Luxus II;18616302;1;Private room;40;1.0;18;28/11/2021;0.46;210.0;10
3670598;Rome room cheap for you;18626745;7;Private room;13;1.0;3;17/10/2021;0.05;341.0;1
3674523;Romantico, elegante appartamento shabby chic vicino al Colosseo;18656640;1;Entire home/apt;100;4.0;235;25/02/2020;2.68;329.0;0
3674909;City Centre Trastevere Apartment;7223750;1;Entire home/apt;69;2.0;435;06/12/2021;5.2;126.0;19
3677589;B&B A PORTA CASTELLO - Trevi Room;18586208;1;Private room;60;1.0;73;03/11/2021;0.98;361.0;4
3680891;Scopri Roma come a casa tua;1776340;1;Private room;38;1.0;2;22/08/2021;0.52;353.0;2
3681812;Cozy Cottage, Pool, Historic gardens;1259720;15;Entire home/apt;190;3.0;4;15/08/2021;0.05;364.0;1
3684672;Large and bright flat in Rome;5869840;2;Entire home/apt;65;3.0;25;18/08/2018;0.28;99.0;0
3685610;Guest House da 2 a 7 posti;18744779;1;Entire home/apt;84;2.0;441;05/12/2021;4.95;267.0;24
3690932;Graziosa stanza soppalcata;18788861;4;Private room;80;1.0;1;03/09/2014;0.01;365.0;0
3693148;B&B A PORTA CASTELLO - San Pietro Room;18586208;1;Private room;85;1.0;112;08/03/2020;1.65;361.0;0
3694230;UN CAFFE' SUL BALCONE 2;18811633;1;Entire home/apt;120;2.0;111;21/02/2020;1.25;345.0;0
3694386;UN CAFFE' SUL BALCONE 1;18811633;1;Entire home/apt;65;2.0;144;18/09/2021;1.62;245.0;2
3696641;TERRAZZA PAMPHILI  : GREAT TERRACE OVER ROME;12320514;12;Entire home/apt;110;3.0;82;23/11/2021;0.94;229.0;10
3696667;Artist's studio/loft in Pigneto;5001121;9;Entire home/apt;63;14.0;66;17/11/2019;0.75;59.0;0
3696994;ARCO AL COLOSSEO;18669062;1;Entire home/apt;75;3.0;327;24/11/2021;3.7;137.0;21
3699014;b&b ROMA RONDO' - QUIET ROOM TERMINI - COLOSSEUM;18850855;1;Hotel room;180;1.0;91;10/08/2020;1.02;235.0;0
3700412;Heart of Trastevere;18859229;1;Entire home/apt;49;4.0;185;27/11/2021;2.14;164.0;17
3701173;Family apartment up to 5 ppl;18864213;12;Entire home/apt;63;2.0;14;01/04/2016;0.16;327.0;0
3704992;Café couette au Colisée  l'étrusque;18890339;1;Private room;55;2.0;12;29/08/2019;0.13;311.0;0
3706218;Loris - Stazione Termini;13626755;1;Entire home/apt;75;3.0;8;21/10/2015;0.09;0.0;0
3707503;Quiet Room in the city center;18909886;7;Private room;25;3.0;132;28/11/2021;1.51;324.0;20
3715468;Pigneto (R)home: Casa Augusta;18966357;9;Entire home/apt;100;1.0;14;29/08/2019;0.16;345.0;0
3717696;Charming Apartment near Trastevere;18977912;12;Entire home/apt;50;3.0;98;05/01/2020;1.1;67.0;0
3719848;PRIVATE ROOM IN ROME;5869840;2;Private room;31;3.0;9;10/02/2019;0.1;0.0;0
3721910;Casa Dom - Città del Vaticano;19012547;1;Entire home/apt;80;3.0;46;03/12/2021;0.52;312.0;6
3723608;Very luxury apartment near Colosseum;2987497;1;Entire home/apt;93;3.0;46;20/10/2021;0.53;329.0;4
3724298;Pretty Single Room Rome city center;6710516;3;Private room;80;2.0;15;10/08/2021;0.17;365.0;3
3724503;Flat for 4@Pigneto_Subway C;18308695;9;Entire home/apt;80;3.0;132;01/01/2020;1.49;339.0;0
3724859;Café Couette au Colisée La Palatine;18890339;1;Private room;54;2.0;14;14/08/2021;0.21;359.0;1
3725021;Café couette La Colisée Rayé;18890339;1;Private room;59;3.0;14;15/10/2019;0.23;341.0;0
3725104;Café couette au Colisée ! Bleu de Mer;18890339;1;Entire home/apt;90;3.0;4;20/10/2021;0.07;340.0;1
3728737;The sky in the room;7418886;1;Entire home/apt;42;2.0;297;07/12/2021;4.19;340.0;37
3733317;Ai 7 scalini casa vacanza;19036923;7;Entire home/apt;130;2.0;4;01/01/2019;0.06;47.0;0
3734506;Appartamento Grande per Smart Working - Colosseo;6797602;1;Entire home/apt;142;1.0;30;15/10/2020;0.4;252.0;0
3738088;Elephant Apartment x 5 pax + 2 Bath + Garden;19108927;3;Entire home/apt;109;3.0;73;25/07/2021;0.82;190.0;1
3741096;Charming and cozy big flat downtown;5689609;1;Entire home/apt;63;2.0;383;21/11/2021;4.31;143.0;20
3746573;B&BArt Domus Reale-centro di Roma;19162772;1;Private room;65;1.0;4;23/07/2021;0.05;335.0;2
3750012;Rome Colosseum Terrace Apartment Stunning View;1477208;1;Entire home/apt;136;3.0;100;03/12/2021;1.14;223.0;25
3753880;Nice room in the center of Rome;17930176;3;Private room;50;2.0;70;02/02/2020;0.91;343.0;0
